question_id,answer_id,comment_id,comment_text,comment_owner
118082,509884.0,,nan,
117774,507892.0,,nan,
117774,508126.0,,nan,
117774,508155.0,,nan,
117359,509946.0,,nan,
117359,506890.0,,nan,
117359,506957.0,,nan,
118161,509303.0,,nan,
118492,510963.0,,nan,
118492,510952.0,118261.0,"yes, I did outlier treatment only for large numerical values, not for categorical.",317073.0
118172,509682.0,,nan,
117277,505918.0,117515.0,when we are importing CSV file it is treating as Nan. How can we progress ?,320103.0
117277,505918.0,117520.0,Please try to replace/impute them based on significance.,307495.0
117277,505769.0,,nan,
117277,506123.0,117546.0,"The trick here is both nulls and NAs are imported as nulls, There is no way to tell which is NA and which is an actual null. Any thoughts?",310974.0
117277,506123.0,117558.0,this is the case for only two features. handling them manually,311686.0
117277,506142.0,118198.0,same question,308437.0
117816,508124.0,,nan,
117816,508097.0,,nan,
117816,508753.0,,nan,
117816,508744.0,,nan,
117816,508789.0,,nan,
118785,512709.0,118546.0,why only less than 200 considered and on what basis?..also can u explain what is happening in this code am not able to understand... cv_results_ -----> what variable is this?,308437.0
118785,512836.0,,nan,
118785,512858.0,118602.0,"Got it. But on what basis 200,100 etc is selected for filtering?",308437.0
117695,507767.0,,nan,
117695,507773.0,117722.0,nopes.,311686.0
117695,507835.0,,nan,
117695,507940.0,,nan,
118214,509420.0,,nan,
118214,509669.0,118097.0,1. It is basically relative to know what is high enough to be in the model. Lasso would have zeroed them if it is not worth to be in the model. Hence you can leave it at that. 2. Not necessary,301121.0
118214,509669.0,118096.0,Thank you very much. So basically I have just 2 more outstanding doubts left. 1) What should be the approx coefficient we should consider as a high enough value? 2) Is it necessary to further perform ridge regression after lasso regression?,310472.0
118236,509627.0,,nan,
118236,509672.0,,nan,
118011,508695.0,117914.0,"Ohh no it is not negative mean absolute error, it is r2 just I forgot to change the title of the plot",301655.0
118011,508695.0,117921.0,What alpha you have taken? For ridge it seems to be 5 and for lasso it seems to be 75 per your graph. If you take more than that then you might run into over fitting,304814.0
118011,508695.0,117927.0,For ridge I am getting a stable value of test and train scores from an alpha value of 100 onwards and for lasso above 470 or 480,301655.0
118243,509625.0,,nan,
118243,509817.0,,nan,
118332,510124.0,,nan,
118332,510150.0,118158.0,"1) If there are completely no outliers present in the data or if all of the errors have the same magnitude, then RMSE=MAE. Otherwise, in all cases RMSE will always be larger than MAE. 2) From business perpective I may not be able to provide any concrete examples, but, if you want to penalize the model more when there is atleast one huge error (i.e. variation in errors is high) then pick RMSE, otherwise MAE.",318730.0
118332,510205.0,,nan,
118299,510905.0,,nan,
118462,510724.0,118294.0,"Any idea does best linear model requires lambda ? Lambda comes in place if we are using ridge/lasso ,",309212.0
118462,510807.0,,nan,
118249,510223.0,,nan,
118249,509657.0,118085.0,full columns,318335.0
118249,509657.0,118084.0,Doing the same since earlier..but still the view is not expanding..not able to see columns,318335.0
118249,509749.0,118091.0,Thanks this worked.,318335.0
118249,510510.0,,nan,
118080,508921.0,,nan,
118258,509803.0,118259.0,In that case how size of Hall or Kitchen are correlated to the response variable,344894.0
118258,509803.0,118159.0,"Say we have asked what are the two key dimension that you are looking while selecting House Option1: Response: Overall Size: 40%, Hall Size: 50%, Kitchen Size:0%, Others:10% Option2: Response: Overall Size: 40%, Hall Size: 0%, Kitchen Size:50%, Others:10% Assuming Sale Price is directly related with the choices. What shall the model select? The priority should be going to Overall Size compared to the size of Hall or Kitchen",317514.0
118273,510820.0,118256.0,Thanks Paras,318329.0
118570,511581.0,,nan,
118277,509828.0,118122.0,"Rajesh, what do you mean by not scale but transform?",304319.0
118277,509828.0,118123.0,"You can apply any sort of transformation, square, cube, log etc (depending on how your data looks). Just remember to apply the same transformation to the test data as well.",318438.0
118277,509828.0,118124.0,"If we do not scale the Target variable, the coeff of the predictors in the regression equation would be quite large. We scaled Target variable in our prev Models. Any reason for not scaling in Lasso/Ridge?",304319.0
118277,509828.0,118222.0,"My apologies, I checked and tend to agree with your above comments. If you scale only dependent and not target then the coefficients value might not come right. TA, please confirm",317514.0
118277,510062.0,,nan,
118277,510258.0,118171.0,"Infact the coeff change drastically. With scaling of output variable, coeff are ranging from -1 to 1, whereas without scaling there are in the order of ten thousands. Yes, the accuracy does not change.",304319.0
118277,510258.0,118173.0,Yes true. The coeffs are taking care of the difference in the scales of dependent variable and the independent variables. Not scaling the dependent variable will make the interpretation better.,304319.0
118277,510258.0,118172.0,"I misspoke, I meant the importance of coefficients i.e. the important features remain same whether we scale or not. The one issue I see is that if we have to predict based on this model, will we not have to 'rescale' the predicted Sale price? The model would generate a scaled value, which would not make sense.",318438.0
117882,508267.0,117825.0,"So RFE is not required, we can use Lasso for feature selection and then Ridge regression on the feature selected by Lasso ? Is my understanding correct ?",317991.0
117882,508267.0,117838.0,Thanks.,317991.0
117882,508267.0,117837.0,RFE is not required. Your understanding of that is correct. Use Lasso to do feature selection and then use Ridge to find the optimal value of lambda. And then compare the two. You can do cross-validation to ignore overfitting,304281.0
117882,508267.0,118074.0,"Vikas, Since Lasso is selecting more than 90 variables, is it ok to build a model so complex? Earlier we were taught that the model should be simple and have less variables. Moreover the variables selected by lasso are showing multicollinearity. Please guide.",304319.0
117882,509652.0,,nan,
117882,508793.0,118486.0,exactly..u nailed it... ridge and lasso gives u 2 different models...u cant feed input of 1 model to another one,308437.0
117882,508793.0,118541.0,"at first after reading the question, this was my understanding - build 2 separate models lasso and ridge and compare...but after seeing TA response i got confused...",308437.0
117882,508793.0,118509.0,"As you can see in the comments above If we go through the TA's response, in first place we get impression that TA is verifying that we have to do lasso and then output of lasso is to be given to ridge. But this is not the case. Once we go through my ques and TA's response carefully, he verified that RFE is not required, but he didn't verify my statement of ""we can use Lasso for feature selection and then Ridge regression on the feature selected by Lasso ?"". In fact he clearly states that use Lasso for feature selection and Ridge for finding optimal alpha means we need to build two separate mode using Lasso and Ridge and then comparison needs to be done. I hope this clarify your doubt.",317991.0
117899,508305.0,,nan,
118644,511905.0,,nan,
118292,509993.0,118134.0,Ok. Thanks Ashish,318335.0
118175,509361.0,,nan,
118175,509302.0,,nan,
117849,508337.0,117898.0,Need more inputs.,310467.0
117849,508611.0,,nan,
117849,508927.0,,nan,
118302,510002.0,118167.0,Something's not right. R2 values cannot be more than 1. It is generally between 0 and 1 (although can be negative). How are you calculating it? I hope you are using the API's provided by sklearn to do so.,318438.0
118302,510002.0,118125.0,Yes they are insanely high thinking is it because of overfitting R2-780180881757.3029 AIC-27036.005200142346 BIC-27113.98916875267,314197.0
118302,510014.0,118132.0,I did scaling even before Splitting the data into train and test,314197.0
118302,510477.0,,nan,
118302,510720.0,,nan,
117853,508274.0,,nan,
117853,508339.0,,nan,
117854,,,nan,
120162,520976.0,,nan,
120162,520983.0,,nan,
120162,521336.0,,nan,
120162,521581.0,,nan,
117489,507012.0,117587.0,"i want the columns/column names which has values only yes and no. So i can map all the columns with yes to 1 and no to 1. If there are too many variables, difficult to go through each column.",312019.0
117489,507012.0,117828.0,You can use data dictionary to find out,312758.0
118820,512863.0,118607.0,That's right. Alpha for the least negative score.,318438.0
118820,512863.0,118604.0,"Thanks Ashish for the explanation. I understood almost. When u say test score is minimum , y-axis is entirely on negative scale. So, alpha at least negative value is to be chosen right?",308437.0
118820,512862.0,,nan,
117868,508500.0,,nan,
117868,508917.0,,nan,
117868,509173.0,118209.0,outlier treatments ?,318780.0
117868,509173.0,118280.0,outlier treatment is necessary.,301114.0
117185,505495.0,,nan,
117185,505171.0,,nan,
117185,506097.0,,nan,
117185,506959.0,,nan,
117185,507047.0,,nan,
117495,507136.0,,nan,
117495,507210.0,,nan,
117495,507784.0,,nan,
118154,510810.0,,nan,
118154,510798.0,,nan,
118271,509835.0,,nan,
118271,509930.0,,nan,
118291,510006.0,,nan,
118291,509915.0,,nan,
118291,509928.0,,nan,
118333,510139.0,118148.0,"That I calculated. My question is AIC, BIC and Adjusted r_square needs to be calculated ?",317991.0
118333,510196.0,118221.0,r2 and mean sqr error shd be sufficient,317514.0
118333,510196.0,118155.0,"That I calculated. My question is AIC, BIC and Adjusted r_square needs to be calculated or r2 is sufficient?",317991.0
118333,510214.0,118163.0,Thanks Ashish. This is what I was looking for.,317991.0
118361,510210.0,,nan,
117878,508259.0,117824.0,"Thanks Vikas, so can we use OLS from stats model such as sm.OLS(y_train, lasso_lm).fit() to see AIC, BIC and Adjusted R2 values ?",309211.0
117878,508259.0,117956.0,"OLS itself is a different model without Regularization. You can use that to calculate AIC, BIC of Regularized models.",310974.0
117881,508263.0,,nan,
117512,507131.0,,nan,
117512,507598.0,,nan,
118028,508745.0,,nan,
117891,508285.0,,nan,
117891,508289.0,,nan,
117891,510448.0,118241.0,We have many columns with Nan....should nt we replace with appropriate value,308638.0
117891,510448.0,118240.0,please drop all the rows with zeros probably should help .,318723.0
117891,510448.0,118242.0,Are u suggesting to drop all the rows having Nan,308638.0
117891,510448.0,118281.0,you could drop or replace with some average values...,318723.0
117892,508287.0,,nan,
118219,509425.0,118108.0,Thanks for the input.,306243.0
118219,509809.0,118106.0,Thanks for the input,306243.0
118219,509912.0,,nan,
118219,510021.0,,nan,
118360,510204.0,,nan,
117895,508301.0,117832.0,"Thanks TA, saved my columns.",300721.0
117896,508302.0,,nan,
118643,512094.0,118471.0,So the point at which the test curve starts increasing is the approximate alpha value right?,308437.0
118643,512095.0,118445.0,"Yes, that way too many combinations.. remember system will try to train your model 10^6 (~1 million) times over 5 folds!! Start with alpha = [0.001, 0.01, 0.1, 1, 10, 50, 100, 150] or something similar If your model suggests 50 (let's say), you can add 40 and 60 and re-test. This way you can get a feel of what the alpha value might be and then fine tune it. Hope that helps",318438.0
118643,512095.0,118440.0,Hi ashish...I tried restarting kernel and didn't help me...I am using 5 folds and alpha from 0.0001 to 1000...u mean reduce this range and retry??,308437.0
117900,508307.0,,nan,
117900,508584.0,117920.0,"thanks, already answered and verified by TA",309211.0
117918,508446.0,,nan,
119240,515250.0,,nan,
119240,515133.0,,nan,
119240,515523.0,,nan,
119240,516289.0,,nan,
117603,508089.0,,nan,
117603,507250.0,,nan,
117603,507328.0,,nan,
117603,507580.0,,nan,
117603,507901.0,,nan,
117603,508135.0,118001.0,How to map the coefficient values to feature names?,307495.0
118031,509879.0,,nan,
118131,509114.0,117979.0,That I am aware of. But the main concern is data-set is small. We did linear regression on Car Price data -set and it had 205 data points. Their we did not perform outlier treatment. This time it has more data points but still it comes under category of small data-set.,317991.0
118131,509115.0,117978.0,That is the main concern. We did linear regression on Car Price data -set and it had 205 data points. Their we did not perform outlier treatment. This time it has more data points but still it comes under category of small data-set. Generally we should do outlier treatment. But for this assignment don't know.,317991.0
118131,509367.0,,nan,
118131,509499.0,,nan,
118131,509647.0,,nan,
118410,510315.0,118189.0,thank you,320606.0
118410,510347.0,,nan,
118410,510726.0,,nan,
117888,508283.0,,nan,
117888,508281.0,117827.0,"I was looking forward to know what's the ""case"" and the ""preferences"", it just cannot be something random; and there is definitely a logical reason to select the same. Am not sure if it is present in any of lecture notes, unable to recollect from the lectures. found my answer here : https://datascience.stackexchange.com/questions/43972/when-should-i-use-standardscaler-and-when-minmaxscaler",309211.0
118473,510902.0,118287.0,Totally 52 categorical variables,308437.0
118473,510902.0,118286.0,Yes I did convert some numeric to categorical,308437.0
118473,510902.0,118298.0,I had 50 categorical variables.,318730.0
118473,511109.0,118283.0,"Hi ram....I converted around 7 numeric to categorical like year, month....because they can't be numeric as no math can b performed on these variables...also there were some variables which are basically ratings/scale, these have to be categorical...",308437.0
118473,511109.0,118323.0,"Hi Madhu, Please convert categorical strings into a representative number (As Like LabelEncoder). It will reduce the number of features. Please do not use these many features Thanks",344894.0
118293,509989.0,118127.0,Imputing drops the score on test data by 5%. Now also would you impute ?,317991.0
118293,510003.0,,nan,
118293,510030.0,,nan,
118293,510015.0,,nan,
118293,510221.0,,nan,
118293,513943.0,,nan,
117731,507941.0,,nan,
117731,508132.0,,nan,
117731,508380.0,,nan,
117731,508258.0,,nan,
118354,510345.0,118208.0,use select_dtypes(). columns.values and verify before scaling,318438.0
118354,510273.0,118177.0,I only selected int32 and float ...still getting error,310509.0
118354,510273.0,118181.0,try to post the code snippet with error..,318438.0
118354,510273.0,118260.0,"column = house.select_dtypes(include=['float64','int64']).columns",344894.0
119355,516017.0,,nan,
119355,516165.0,,nan,
90603,,,nan,
90026,374853.0,,nan,
90026,374833.0,,nan,
90026,374834.0,,nan,
90026,374836.0,,nan,
92342,388966.0,,nan,
92342,389194.0,,nan,
93232,392434.0,,nan,
93232,392400.0,,nan,
92390,389121.0,,nan,
92390,389547.0,,nan,
92390,389326.0,,nan,
92390,389127.0,97029.0,I am getting the same error.,306729.0
92390,389131.0,97031.0,I have ran the whole query in a new sheet . But getting that error .,306729.0
92390,389104.0,97028.0,I have changed the salary column to pay as a part of my practice . When I copy the quest from the learning portal and change the salary to pay it works but when I type the query myself it shows an error .,306729.0
92390,389126.0,,nan,
92390,389218.0,,nan,
92390,389256.0,,nan,
92390,389859.0,,nan,
91846,384819.0,96450.0,Seems like some issue with the platform.. Not able to upload the screenshot,311741.0
91846,384819.0,96445.0,Any specific settings screenshot or error screenshot you want ?,311741.0
91846,384819.0,96447.0,Workbench screenshot,313826.0
91846,384819.0,96465.0,"error message shows issue is near the ""OVER ( order by e.salary ) as 'row_number' from employee as e"". Tried all but still no luck",311741.0
91846,384819.0,96452.0,"Ohk. Then some general checks: 1. Make sure you have selected the right database. Use command ""use companydb;"" if you are doing query on the companydb database. 2. Make sure that if there are any queries before this query, then they have been terminated with semi-colon . 3. Try to type in the entire query manually. Sometimes copying and pasting from a different source does not work. 4. If nothing works, then restart :) .",313826.0
91846,384852.0,,nan,
91846,384859.0,,nan,
91846,384868.0,,nan,
91846,385103.0,,nan,
91846,385129.0,96488.0,FYI: I am using ubuntu. Not windows OS,311741.0
91846,385129.0,96487.0,No i get the same error,311741.0
91846,385390.0,96495.0,I tried this also. But no luck,311741.0
91846,386643.0,,nan,
91846,387048.0,,nan,
91470,382703.0,,nan,
91470,382761.0,,nan,
92080,386796.0,96721.0,not working !!,318429.0
92080,386854.0,96664.0,Its not telling error is with the table column to which i am inserting. Its telling error is in the window function field.,311741.0
92080,387061.0,,nan,
92080,386901.0,96720.0,not working,318429.0
92080,386901.0,96753.0,"Close_Price, 20_Day_MA, 50_Day_MA change for these all, It will work for sure",317811.0
92080,386901.0,96952.0,"CREATE TABLE A( 20_Day_MA FLOAT(25,6) ); INSERT INTO A (20_Day_MA) SELECT TRUNCATE(avg(Close_Price) over(ORDER BY Date ROWS 19 PRECEDING),2) as 20_DMA from assignment.bajajauto_1; I still have issue with insert",311741.0
92080,386901.0,96766.0,thanks it worked.,318429.0
91541,383097.0,96182.0,welcome :),317998.0
91541,383097.0,96181.0,Got. It. Thanks for an elaborated explanation,319006.0
91541,383172.0,,nan,
91541,383186.0,,nan,
91541,383238.0,,nan,
91541,383332.0,,nan,
91541,383368.0,,nan,
91541,389515.0,,nan,
89830,373409.0,,nan,
89830,380947.0,96446.0,"Hi veena, can you please elaborate more on this based on the query. Thanks.",315028.0
89830,380947.0,96484.0,"In the above query, the main idea is to demonstrate how the query works in a frame . By defining a frame to be all rows from the partition start to the current row (rows unbounded preceding), it computes running first_value and n_value for each row. The ssn, emp_name, dno, salary , first_val, second_val will be given out for the defined frame.",300717.0
91567,383327.0,,nan,
91567,383326.0,,nan,
91567,383393.0,,nan,
91567,383579.0,,nan,
94059,396390.0,,nan,
94059,396399.0,,nan,
94059,396480.0,,nan,
91693,384044.0,,nan,
91693,389328.0,,nan,
92111,387228.0,,nan,
92111,387430.0,,nan,
91246,381338.0,,nan,
91246,381372.0,95876.0,thanks i didnt read the query properly my bad,304692.0
91246,381372.0,95875.0,when you're pulling out specific columns from a table there is no need to put comma after the last column (here dept_salary).. i guess SQL results in error doing that! :),316349.0
91246,381384.0,95883.0,no ... definitely not see why not in the above post where Jetendra suggested the same thing,300694.0
91246,381384.0,95922.0,ok got it is the last column.,317689.0
91246,381390.0,,nan,
91246,381780.0,,nan,
91246,383241.0,,nan,
91246,384495.0,,nan,
91246,384496.0,,nan,
91879,388588.0,,nan,
92777,391998.0,,nan,
91978,385921.0,,nan,
91978,385916.0,,nan,
91986,389427.0,,nan,
91248,381370.0,,nan,
91881,385251.0,,nan,
91881,385267.0,,nan,
92340,389001.0,97353.0,syntax is correct but windowing is not supported by 32-bit,318804.0
92340,389196.0,,nan,
92340,390112.0,97354.0,not working,318804.0
92340,390248.0,,nan,
92067,386924.0,,nan,
92067,386767.0,,nan,
92067,386825.0,,nan,
92594,390226.0,,nan,
92594,390056.0,,nan,
92594,390091.0,,nan,
92615,391307.0,,nan,
93286,392627.0,99512.0,Thanks Vipul,314629.0
93197,392282.0,98033.0,what's the process now. what all I have to uninstall and them install. can you please give me detailed steps so that I can quickly follow,303227.0
93358,392882.0,98344.0,another queries are working fine,320687.0
93358,392882.0,98462.0,Please respond me,320687.0
93358,392910.0,,nan,
93358,394270.0,98748.0,I have already done.,320687.0
93358,394270.0,98678.0,I checked sever is running,320687.0
93358,394270.0,98679.0,Please help me I'm facing this problem yesterday,320687.0
93358,394270.0,98732.0,"Please check if th output area is visible. View > Panels > and looking whether it says Hide Output Area or Show Output Area. If it is set to hide, click on show. And then check.",304281.0
93358,395431.0,98988.0,I'm using Manjaro Budgie which is Arch linux based. It uses mariadb.,320687.0
93358,395431.0,98983.0,"Hey, for MySQL versions older than 8.0, the windows functions do not work. So, make sure that your version is 8.0 or newer.",319721.0
93358,395431.0,98980.0,I'm able to run all queries except window function queries,320687.0
93358,395431.0,98981.0,"select ssn, salary, row_number() over (order by salary) as 'row_number', rank() over (order by salary) as 'rank', dense_rank() over (order by salary) as 'dense_rank' from employee; The above query is also giving query interrupt error.",320687.0
93358,395438.0,,nan,
94708,399989.0,,nan,
91690,383923.0,96328.0,Oh! Okay. Thank you :),312507.0
91690,384222.0,,nan,
91690,385064.0,,nan,
91690,385355.0,,nan,
91690,390265.0,,nan,
91899,385243.0,,nan,
91899,385257.0,,nan,
91899,386313.0,,nan,
90061,374975.0,,nan,
90061,374979.0,,nan,
90061,375233.0,,nan,
90061,378328.0,,nan,
91428,382288.0,,nan,
91428,382340.0,,nan,
91428,382587.0,,nan,
91428,383350.0,96312.0,for a udf the deterministic return type value is fixed so output type can not be changed but value can be changed,301108.0
91450,,,nan,
91507,382903.0,96186.0,welcome bro :),305129.0
91507,382903.0,96144.0,Thank you,303674.0
91507,382968.0,,nan,
91526,383245.0,,nan,
91526,382996.0,,nan,
91526,382993.0,,nan,
93005,391718.0,97891.0,DML standlone gives correct result. The isse is with UDf only I guess.,308673.0
93005,391717.0,97890.0,Still the same issue with Buy and Sell. I don't think providing the code would be advisable. Would be breaching.,308673.0
93005,391717.0,97906.0,"true.. try playing with your UDF, this is not that difficult.. :)",316349.0
93005,391717.0,97908.0,great! :),316349.0
93005,391717.0,97907.0,Yes . It worked !! Silly mistake,308673.0
93005,391863.0,,nan,
91549,383128.0,,nan,
91549,403586.0,,nan,
91549,383144.0,,nan,
91565,383268.0,,nan,
91565,383250.0,,nan,
91565,383328.0,,nan,
92105,387157.0,,nan,
92105,387313.0,,nan,
92105,387526.0,,nan,
92105,388611.0,,nan,
92105,389114.0,,nan,
91667,383791.0,,nan,
91667,383933.0,,nan,
91667,383831.0,,nan,
91667,387888.0,,nan,
91666,384058.0,,nan,
91975,385922.0,,nan,
91975,385936.0,,nan,
91745,384069.0,,nan,
91747,384173.0,,nan,
91747,384181.0,,nan,
92226,388467.0,,nan,
92226,388512.0,,nan,
92226,388509.0,,nan,
92226,388696.0,,nan,
92226,389566.0,,nan,
92226,389727.0,,nan,
91317,381616.0,,nan,
91317,381615.0,,nan,
91317,381636.0,,nan,
91317,382211.0,,nan,
91317,382580.0,,nan,
91822,384711.0,,nan,
91822,384622.0,,nan,
91822,384650.0,,nan,
91822,389715.0,,nan,
92065,386784.0,,nan,
92065,386931.0,,nan,
92065,389713.0,,nan,
93103,393566.0,,nan,
92609,390194.0,,nan,
92609,390210.0,97703.0,"As opposed to inderministic functions where outputs are not same for the same inputs, an example of an inderministic function would be a random function which generates random numebrs.",319721.0
92609,390327.0,,nan,
92609,391024.0,,nan,
92570,389941.0,,nan,
92570,389958.0,,nan,
92570,390022.0,,nan,
92570,390063.0,,nan,
92570,391276.0,,nan,
92570,391554.0,,nan,
92780,390741.0,,nan,
92780,390785.0,,nan,
92780,390791.0,,nan,
92975,391568.0,,nan,
92975,391565.0,,nan,
92975,391657.0,,nan,
91648,383926.0,,nan,
91648,383949.0,,nan,
91648,385368.0,,nan,
93338,392795.0,,nan,
93338,392766.0,98410.0,"hello,Chandan, I want to create function which will fill the baja2 table",306008.0
93338,392766.0,98647.0,"True,I have done that only,I tried to do in another process also;it has thrown error",306008.0
93338,392766.0,98423.0,why do you want that? you create Bajaj2 table directly in the form : create table Bajaj2 as select ............. from bajaj1,311686.0
93338,392771.0,98406.0,"hello Sushmitha, TA told us in Discussion forum already to use CASE;I am trying with a different method,Which is throwing error and I want to understand what I have done mistake",306008.0
93340,392767.0,98304.0,can give me WhatsApp no. then i send you,320687.0
93340,392767.0,98303.0,I'm not able to upload the snapshot on discussion forum,320687.0
93340,392770.0,98305.0,How to share?,320687.0
93340,392773.0,98309.0,i already seen this link,320687.0
93340,392783.0,98311.0,while I'm uploading but it doesn't work,320687.0
93340,392783.0,98316.0,Please accept my request on LinkedIn then i send you,320687.0
93340,392783.0,98314.0,"take a screen snap and SAVE IT , and then share it here. you cant share in discussion forum unless its saved.",306735.0
93407,393431.0,,nan,
93407,393130.0,,nan,
93407,393131.0,,nan,
93407,393212.0,,nan,
93354,392884.0,,nan,
91974,386823.0,,nan,
91974,390256.0,,nan,
93512,393704.0,98551.0,Glad that it worked for you :),317811.0
93512,393704.0,98550.0,You got me. Thank you.,318372.0
93512,393911.0,,nan,
93512,393706.0,,nan,
92329,388803.0,,nan,
92329,388810.0,,nan,
92329,388858.0,,nan,
92329,388911.0,,nan,
92329,389118.0,,nan,
92329,389154.0,,nan,
92329,393046.0,,nan,
90766,378213.0,95331.0,What are the statements you are talking about?firstly data(CSV file)would be imported in table.,300690.0
90766,381218.0,,nan,
91086,380455.0,95738.0,Nice Article. Thanks Indranil.,305845.0
91086,380585.0,,nan,
91086,381223.0,,nan,
94000,396099.0,,nan,
94000,396135.0,,nan,
94000,396105.0,,nan,
90767,388914.0,,nan,
90767,378297.0,95349.0,Even after setting it as default schema same error persists.,300690.0
90767,379088.0,,nan,
90767,386136.0,,nan,
91892,385145.0,,nan,
91892,385264.0,,nan,
91892,385303.0,,nan,
91892,392129.0,,nan,
92554,389902.0,97258.0,But video said the opposite. First inner select would be executed,320074.0
92554,390852.0,,nan,
92554,390859.0,,nan,
92554,391273.0,,nan,
92620,390499.0,97767.0,The reason is given below,318576.0
92620,390345.0,,nan,
92620,390239.0,,nan,
92620,390867.0,,nan,
92620,391286.0,97766.0,The reason is given below,318576.0
92620,391512.0,,nan,
92620,391695.0,,nan,
92620,391531.0,,nan,
92435,389391.0,,nan,
91418,382279.0,,nan,
91418,382302.0,,nan,
92355,,,nan,
92358,388923.0,,nan,
92358,389120.0,,nan,
92358,389520.0,,nan,
92358,389662.0,,nan,
91025,379931.0,95656.0,But values in employee.super_ssn are not matching with employee.ssn right?,308437.0
91025,379928.0,,nan,
